小林茂樹,衆議院議員,自由民主党,なら1区,,1964/10/9,社会教育・宗教関係団体委員長,empty
小林鷹之,衆議院議員,自由民主党,千葉2区,,1974/11/29,経済安全保障担当 大臣、内閣府特命担当（科学技術政策、宇宙政策） 大臣,empty
小林史明,衆議院議員,自由民主党,広島7区,,1983/4/8,デジタル副大臣、内閣府 副大臣,empty
小森卓郎,衆議院議員,自由民主党,石川1区,,1970/5/21,,empty
齋藤健,衆議院議員,自由民主党,千葉７区,,1959/6/14,団体総局長,empty
斎藤洋明,衆議院議員,自由民主党,新潟３区,,1976/12/8,国土・建設関係団体委員長,empty
坂井学,衆議院議員,自由民主党,神奈川５区,,1965/9/4,,empty
坂本哲志,衆議院議員,自由民主党,熊本３区,,1950/11/6,副幹事長、組織運動本部長代理,empty
桜田義孝,衆議院議員,自由民主党,千葉８区,,1949/12/20,,empty
笹川博義,衆議院議員,自由民主党,群馬３区,,1966/8/29,副幹事長,empty
佐々木紀,衆議院議員,自由民主党,石川２区,,1974/10/18,,empty
佐藤勉,衆議院議員,自由民主党,栃木４区,,1952/6/20,,empty
塩崎彰久,衆議院議員,自由民主党,愛知１区,,1976/9/9,,empty
塩谷立,衆議院議員,自由民主党,静岡８区,,1950/2/18,防衛委員長,empty
柴山昌彦,衆議院議員,自由民主党,埼玉８区,,1965/12/5,広報本部長代理,empty
島尻安伊子,衆議院議員,自由民主党,沖縄３区,,1965/3/4,,empty
下村博文,衆議院議員,自由民主党,東京１１区,,1954/5/23,中央政治大学院長,empty
新谷正義,衆議院議員,自由民主党,広島４区,,1975/3/8,副幹事長,empty
新藤義孝,衆議院議員,自由民主党,埼玉２区,,1958/1/20,政務調査会長代理、党紀委員会 副委員長,empty
菅義偉,衆議院議員,自由民主党,神奈川２区,,1948/12/6,,empty
杉田水脈,衆議院議員,自由民主党,,中国ブロック,1967/4/22,生活安全関係団体委員長,empty
鈴木英敬,衆議院議員,自由民主党,三重４区,,1974/8/15,,empty
鈴木馨祐,衆議院議員,自由民主党,神奈川７区,,1977/2/9,,empty
鈴木俊一,衆議院議員,自由民主党,岩手２区,,1953/4/13,財務大臣、内閣府特命担当大臣(金融)、デフレ脱却担当 大臣,empty
鈴木淳司,衆議院議員,自由民主党,愛知７区,,1958/4/7,報道局長,empty
鈴木貴子,衆議院議員,自由民主党,,北海道ブロック,1986/1/5,外務副大臣,empty
鈴木憲和,衆議院議員,自由民主党,山形２区,,1982/1/30,運輸・交通関係団体委員長、青年局長代理,empty
鈴木隼人,衆議院議員,自由民主党,東京10区,,1977/8/8,商工・中小企業関係団体委員長、女性局長代理,empty
関芳弘,衆議院議員,自由民主党,兵庫3区,,1965/6/7,,empty
薗浦健太郎,衆議院議員,自由民主党,千葉5区,,1972/6/3,,empty
平将明,衆議院議員,自由民主党,東京4区,,1967/2/21,ネットメディア局長,empty
高市早苗,衆議院議員,自由民主党,奈良2区,,1961/3/7,政務調査会長,empty
高階恵美子,衆議院議員,自由民主党,,中国ブロック,1963/12/21,,empty
高木啓,衆議院議員,自由民主党,東京ブロック,,1965/3/16,,empty
高木毅,衆議院議員,自由民主党,福井2区,,1956/1/16,国会対策委員長,empty
高木宏壽,衆議院議員,自由民主党,北海道3区,,1960/4/9,法務・自治関係団体委員長,empty
高鳥修一,衆議院議員,自由民主党,新潟6区,,1960/9/29,政務調査会長代理,empty
高見康裕,衆議院議員,自由民主党,島根2区,,1980/10/16,,empty
武井俊輔,衆議院議員,自由民主党,宮城1区,,1975/3/29,広報戦略局長代理,empty
武田良太,衆議院議員,自由民主党,福岡11区,,1968/4/1,,empty
武部新,衆議院議員,自由民主党,北海道12区,,1970/7/20,農林水産副大臣,empty
武村展英,衆議院議員,自由民主党,滋賀3区,,1972/1/21,総務部会長代理,empty
橘慶一郎,衆議院議員,自由民主党,富山3区,,1961/1/23,組織運動本部長代理,empty
田所嘉徳,衆議院議員,自由民主党,茨城1区,,1954/1/19,総務部会長,empty
田中和徳,衆議院議員,自由民主党,神奈川10区,,1949/1/21,幹事長代理,empty
田中英之,衆議院議員,自由民主党,京都4区,,1970/7/11,文部科学副大臣,empty
田中良生,衆議院議員,自由民主党,埼玉15区,,1963/11/11,,empty
棚橋泰文,衆議院議員,自由民主党,岐阜2区,,1963/2/11,行政改革推進本部長,empty
谷公一,衆議院議員,自由民主党,兵庫5区,,1952/1/28,政務調査会長代理,empty
谷川とむ,衆議院議員,自由民主党,大阪19区,,1976/4/27,ＮＰＯ・ＮＧＯ関係団体委員長,empty
谷川弥一,衆議院議員,自由民主党,長崎3区,,1941/8/12,,empty
田野瀬太道,衆議院議員,自由民主党,奈良3区,,1974/7/4,,empty
田畑裕明,衆議院議員,自由民主党,富山1区,,1973/1/2,総務副大臣,empty
田村憲久,衆議院議員,自由民主党,三重1区,,1964/12/15,,empty
塚田一郎,衆議院議員,自由民主党,新潟1区,,1963/12/27,,empty
辻清人,衆議院議員,自由民主党,東京2区,,1979/9/7,副幹事長、国防部会長代理,empty
津島淳,衆議院議員,自由民主党,,東北ブロック,1966/10/18,法務副大臣,empty
土田慎,衆議院議員,自由民主党,東京13区,,1990/10/30,,empty
土屋品子,衆議院議員,自由民主党,埼玉13区,,1952/2/9,,empty
寺田稔,衆議院議員,自由民主党,広島5区,,1958/1/24,内閣総理大臣補佐官(国家安全保障に関する重要政策及び核軍縮・不拡散問題担当),empty
土井亨,衆議院議員,自由民主党,宮城1区,,1958/8/12,,empty
渡海紀三朗,衆議院議員,自由民主党,兵庫10区,,1948/2/11,両院議員総会 副会長,empty
冨樫博之,衆議院議員,自由民主党,秋田1区,,1955/4/27,復興副大臣,empty
永岡桂子,衆議院議員,自由民主党,茨城7区,,1953/12/8,副幹事長,empty
中川貴元,衆議院議員,自由民主党,愛知2区,,1967/2/25,,empty
中川郁子,衆議院議員,自由民主党,北海道11区,,1958/12/22,農林水産関係団体委員長,empty
長坂康正,衆議院議員,自由民主党,愛知9区,,1957/4/10,厚生関係団体委員長、新聞出版局長代理,empty
長島昭久,衆議院議員,自由民主党,東京18区,,1962/2/17,,empty
中曽根康隆,衆議院議員,自由民主党,群馬1区,,1982/1/19,防衛大臣政務官、内閣府大臣政務官,empty
中谷元,衆議院議員,自由民主党,高知1区,,1957/10/14,内閣総理大臣補佐官(国際人権担当),empty
中谷真一,衆議院議員,自由民主党,山梨1区,,1976/9/30,,empty
中西健治,衆議院議員,自由民主党,神奈川3区,,1964/1/4,報道局長代理,empty
中根一幸,衆議院議員,自由民主党,埼玉6区,,1969/7/11,,empty
中野英幸,衆議院議員,自由民主党,埼玉7区,,1961/9/6,,empty
中村裕之,衆議院議員,自由民主党,北海道4区,,1961/2/23,農林水産副大臣,empty
中山展宏,衆議院議員,自由民主党,神奈川9区,,1968/9/16,国土交通副大臣,empty
二階俊博,衆議院議員,自由民主党,和歌山3区,,1939/2/17,国土強靭化推進本部長、2025年大阪・関西万博推進本部長,empty
西田昭二,衆議院議員,自由民主党,石川3区,,1969/5/1,,empty
西野太亮,衆議院議員,自由民主党,熊本2区,,1978/9/22,,empty
西村明宏,衆議院議員,自由民主党,宮城3区,,1960/7/16,副幹事長 (筆頭),empty
西村康稔,衆議院議員,自由民主党,兵庫9区,,1962/10/15,,empty
西銘恒三郎,衆議院議員,自由民主党,沖縄4区,,1954/8/7,復興大臣、福島原発事故再生総括担当 大臣、内閣府特命担当（沖縄及び北方対策） 大臣,empty
丹羽秀樹,衆議院議員,自由民主党,愛知6区,,1972/12/20,,empty
額賀福志郎,衆議院議員,自由民主党,茨城2区,,1944/1/11,東日本大震災復興加速化本部長、財政健全化推進本部長,empty
根本匠,衆議院議員,自由民主党,福岡2区,,1951/3/7,,empty
根本幸典,衆議院議員,自由民主党,愛知15区,,1965/2/21,農林部会長代理,empty
野田聖子,衆議院議員,自由民主党,岐阜1区,,1960/9/3,内閣府特命担当（地方創生、少子化対策、男女共同参画） 大臣、女性活躍担当 大臣、こども政策担当 大臣、孤独・孤立対策担当 大臣,empty
野中厚,衆議院議員,自由民主党,埼玉12区,,1976/11/17,,empty
萩生田光一,衆議院議員,自由民主党,東京24区,,1963/8/31,,empty
橋本岳,衆議院議員,自由民主党,岡山4区,,1974/2/5,,empty
長谷川淳二,衆議院議員,自由民主党,愛媛4区,,1968/8/5,,empty
鳩山二郎,衆議院議員,自由民主党,福岡6区,,1979/1/1,総務大臣政務官,empty
葉梨康弘,衆議院議員,自由民主党,茨城3区,,1959/10/12,政務調査会長代理,empty
浜田靖一,衆議院議員,自由民主党,千葉12区,,1955/10/21,,empty
林幹雄,衆議院議員,自由民主党,千葉10区,,1947/1/3,地方創生実行統合本部長,empty
林芳正,衆議院議員,自由民主党,山口3区,,1961/1/19,外務大臣,empty
平井卓也,衆議院議員,自由民主党,香川1区,,1958/1/25,広報本部長代理,empty
平口洋,衆議院議員,自由民主党,広島2区,,1948/8/1,,empty
平沢勝栄,衆議院議員,自由民主党,東京17区,,1945/9/4,国際局長,empty
平沼正二郎,衆議院議員,自由民主党,岡山3区,,1979/11/11,,empty
深澤陽一,衆議院議員,自由民主党,静岡4区,,1976/6/21,厚生労働大臣政務官,empty
福田達夫,衆議院議員,自由民主党,群馬4区,,1967/3/5,総務会長,empty
藤井ひさゆき,衆議院議員,自由民主党,兵庫4区,,1971/9/11,副幹事長,empty
藤丸敏,衆議院議員,自由民主党,福岡7区,,1960/1/19,外交部会長代理,empty
藤原崇,衆議院議員,自由民主党,岩手3区,,1983/8/2,財務大臣政務官,empty
船田元,衆議院議員,自由民主党,栃木1区,,1953/11/22,,empty
古川直季,衆議院議員,自由民主党,神奈川6区,,1968/8/31,,empty
古川康,衆議院議員,自由民主党,佐賀2区,,1958/7/15,財政・金融・証券関係団体委員長,empty
古川禎久,衆議院議員,自由民主党,宮城3区,,1965/8/3,法務大臣,empty
古屋圭司,衆議院議員,自由民主党,岐阜5区,,1952/11/1,政務調査会長代行、憲法改正実現本部長,empty
穂坂泰,衆議院議員,自由民主党,埼玉4区,,1974/2/17,環境大臣政務官、内閣府大臣政務官,empty
星野剛士,衆議院議員,自由民主党,神奈川12区,,1963/8/8,報道局長代理、内閣第一部会長代理,empty
細田健一,衆議院議員,自由民主党,新潟2区,,1964/7/11,経済産業副大臣、内閣府 副大臣,empty
細田博之,衆議院議員,自由民主党,島根1区,,1944/4/5,,empty
細野豪志,衆議院議員,自由民主党,静岡5区,,1971/8/21,,empty
堀井学,衆議院議員,自由民主党,北海道9区,,1972/2/19,水産部会長代理,empty
堀内詔子,衆議院議員,自由民主党,山梨2区,,1965/10/28,東京オリンピック競技大会・東京パラリンピック競技大会担当 大臣、ワクチン接種推進担当 大臣,empty
本田太郎,衆議院議員,自由民主党,京都5区,,1973/12/1,外務大臣政務官,empty
牧島かれん,衆議院議員,自由民主党,神奈川17区,,1976/11/1,デジタル大臣、行政改革担当 大臣、内閣府特命担当（規制改革） 大臣,empty
牧原秀樹,衆議院議員,自由民主党,埼玉5区,,1971/6/4,厚生労働部会長,empty
松島みどり,衆議院議員,自由民主党,東京14区,,1956/7/15,,empty
松野博一,衆議院議員,自由民主党,千葉3区,,1962/9/13,内閣官房長官、沖縄基地負担軽減担当大臣、拉致問題担当大臣,empty
松本剛明,衆議院議員,自由民主党,兵庫11区,,1959/4/25,,empty
松本尚,衆議院議員,自由民主党,千葉13区,,1962/6/3,,empty
松本洋平,衆議院議員,自由民主党,東京19区,,1973/8/31,副幹事長、広報戦略局長,empty
三谷英弘,衆議院議員,自由民主党,神奈川8区,,1976/6/28,教育・文化・スポーツ関係団体委員長、遊説局長代理,empty
三ッ林裕巳,衆議院議員,自由民主党,埼玉14区,,1955/9/7,,empty
御法川信英,衆議院議員,自由民主党,秋田3区,,1964/5/25,国会対策委員長代理,empty
宮内秀樹,衆議院議員,自由民主党,福岡4区,,1962/10/19,文部科学部会長代理,empty
宮崎政久,衆議院議員,自由民主党,沖縄2区,,1965/8/8,国土交通部会長代理,empty
宮澤博行,衆議院議員,自由民主党,静岡3区,,1975/1/10,国防部会長,empty
宮路拓馬,衆議院議員,自由民主党,鹿児島1区,,1979/12/6,内閣府大臣政務官,empty
宮下一郎,衆議院議員,自由民主党,長野5区,,1958/8/1,政務調査会長代理,empty
務台俊介,衆議院議員,自由民主党,長野2区,,1956/7/3,環境副大臣、内閣府 副大臣,empty
武藤容治,衆議院議員,自由民主党,岐阜3区,,1955/10/18,,empty
宗清皇一,衆議院議員,自由民主党,大阪13区,,1970/8/9,,empty
村井英樹,衆議院議員,自由民主党,埼玉1区,,1980/5/14,内閣総理大臣補佐官(国内経済その他特命事項担当),empty
村上誠一郎,衆議院議員,自由民主党,愛媛2区,,1952/5/11,,empty
茂木敏充,衆議院議員,自由民主党,栃木5区,,1955/10/7,幹事長、当改革実行本部長、「こども・若者」輝く未来創造本部長,empty
森英介,衆議院議員,自由民主党,千葉11区,,1948/8/31,労政局長,empty
森山裕,衆議院議員,自由民主党,鹿児島4区,,1945/4/8,総務会長代行、TPP・日EU・日米TAG等経済協定対策本部長,empty
盛山正仁,衆議院議員,自由民主党,兵庫1区,,1953/12/14,,empty
八木哲也,衆議院議員,自由民主党,愛知11区,,1947/8/10,,empty
保岡宏武,衆議院議員,自由民主党,,九州ブロック,1973/5/6,,empty
簗和生,衆議院議員,自由民主党,栃木3区,,1979/4/22,農林部会長,empty
柳本顕,衆議院議員,自由民主党,,近畿ブロック,1974/1/29,,empty
山際大志郎,衆議院議員,自由民主党,神奈川18区,,1968/9/12,経済再生担当 大臣、新しい資本主義 大臣、新型コロナ対策・健康危機管理担当 大臣、全世代型社会保障改革担当 大臣、内閣府特命担当大臣（経済財政政策）,empty
山口俊一,衆議院議員,自由民主党,徳島2区,,1950/2/28,,empty
山口晋,衆議院議員,自由民主党,埼玉10区,,1983/7/28,,empty
山口壯,衆議院議員,自由民主党,兵庫県12区,,1954/10/3,環境大臣、内閣府特命担当大臣(原子力防災),empty
山下貴司,衆議院議員,自由民主党,岡山2区,,1965/9/8,ネットメディア局長代理,empty
山田賢司,衆議院議員,自由民主党,兵庫7区,,1966/4/20,,empty
山田美樹,衆議院議員,自由民主党,東京1区,,1974/3/15,法務部会長,empty
山本左近,衆議院議員,自由民主党,,東海ブロック,1982/7/9,,empty
山本ともひろ,衆議院議員,自由民主党,神奈川4区,,1975/6/20,文部科学部会長,empty
山本有二,衆議院議員,自由民主党,,四国ブロック,1952/5/11,,empty
義家弘介,衆議院議員,自由民主党,神奈川16区,,1971/3/31,,empty
吉川赳,衆議院議員,自由民主党,静岡5区,,1982/4/7,労働関係団体委員長,empty
吉野正芳,衆議院議員,自由民主党,福島5区,,1948/8/8,,empty
若林健太,衆議院議員,自由民主党,長野1区,,1964/1/11,,empty
若宮健嗣,衆議院議員,自由民主党,東京5区,,1961/9/2,国際博覧会担当 大臣、共生社会担当 大臣、まち・ひと・しごと創生担当 大臣、内閣府特命担当（消費者および食品安全、クールジャパン戦略、知的財産戦略）大臣,empty
鷲尾英一郎,衆議院議員,自由民主党,,北陸信越ブロック,1977/1/3,副幹事長,empty
和田義明,衆議院議員,自由民主党,北海道5区,,1971/10/10,遊説局長,empty
渡辺孝一,衆議院議員,自由民主党,,北海道ブロック,1957/11/25,総務大臣政務官,empty
渡辺博道,衆議院議員,自由民主党,千葉6区,,1950/8/3,経理局長,empty
青木一彦,参議院議員,自由民主党,鳥取・島根,,1961/3/25,,empty
青山繁晴,参議院議員,自由民主党,比例,,1952/7/25,経済産業部会長代理,empty
赤池誠章,参議院議員,自由民主党,比例,,1961/7/19,内閣府 副大臣,empty
朝日健太郎,参議院議員,自由民主党,東京,,1975/9/19,ネットメディア局長代理,empty
足立敏之,参議院議員,自由民主党,比例,,1954/5/20,国土交通部会長代理,empty
阿達雅志,参議院議員,自由民主党,比例,,1959/9/27,国際局長代理、外交部会長代理,empty
有村治子,参議院議員,自由民主党,比例,,1970/9/21,参議院議員副会長,empty
石井準一,参議院議員,自由民主党,千葉,,1957/11/23,参議院幹事長代理、幹事長代理,empty
石井浩郎,参議院議員,自由民主党,秋田,,1964/6/21,参議院副幹事長、副幹事長,empty
石井正弘,参議院議員,自由民主党,岡山,,1945/11/29,経済産業副大臣、内閣府 副大臣,empty
石田昌宏,参議院議員,自由民主党,比例,,1967/5/20,,empty
いそざき仁彦,参議院議員,自由民主党,香川,,1957/9/8,内閣官房 副長官,empty
猪口邦子,参議院議員,自由民主党,千葉,,1952/5/3,一億総活躍推進本部長,empty
今井絵理子,参議院議員,自由民主党,比例,,1983/9/22,内閣第一部会長代理,empty
岩本剛人,参議院議員,自由民主党,北海道,,1964/10/19,防衛大臣政務官,empty
上野通子,参議院議員,自由民主党,栃木,,1958/4/21,政務調査会 副会長,empty
宇都隆史,参議院議員,自由民主党,比例,,1974/11/12,参議院政策審議会長代理、財務調査会長代理,empty
江島潔,参議院議員,自由民主党,山口,,1957/4/2,,empty
衛藤晟一,参議院議員,自由民主党,比例,,1947/10/1,労政局長代理、党紀委員長,empty
大家敏志,参議院議員,自由民主党,福岡,,1967/7/17,財務副大臣,empty
太田房江,参議院議員,自由民主党,大阪,,1951/6/26,参議院副幹事長、内閣第二部会長,empty
大野泰正,参議院議員,自由民主党,岐阜,,1959/5/31,参議院副幹事長、副幹事長、地方組織・議員総局長代理,empty
岡田直樹,参議院議員,自由民主党,石川,,1962/6/9,参議院国会対策委員長,empty
岡田広,参議院議員,自由民主党,茨城,,1947/1/31,両院議員総会 副会長,empty
小川克己,参議院議員,自由民主党,比例,,1951/8/31,,empty
尾辻秀久,参議院議員,自由民主党,鹿児島,,1940/10/2,両院議員総会長,empty
小野田紀美,参議院議員,自由民主党,岡山,,1982/12/7,,empty
加田裕之,参議院議員,自由民主党,兵庫,,1970/6/8,法務大臣政務官,empty
片山さつき,参議院議員,自由民主党,比例,,1959/5/9,総務会長代理,empty
金子原二郎,参議院議員,自由民主党,長崎,,1944/5/8,農林水産大臣,empty
北村経夫,参議院議員,自由民主党,山口,,1955/1/5,参議院副幹事長、副幹事長、広報本部長代理、財務金融部会長代理,empty
上月良祐,参議院議員,自由民主党,茨城,,1962/12/26,,empty
古賀友一郎,参議院議員,自由民主党,長崎,,1967/11/2,政務調査会 副会長,empty
こやり隆史,参議院議員,自由民主党,滋賀,,1966/9/9,,empty
酒井康行,参議院議員,自由民主党,愛知,,1952/2/14,,empty
佐藤啓,参議院議員,自由民主党,奈良,,1979/4/7,青年局長代理、内閣第二部会長代理,empty
佐藤信秋,参議院議員,自由民主党,比例,,1947/11/8,,empty
佐藤正久,参議院議員,自由民主党,比例,,1960/10/23,組織運動本部長代理、外交部会長,empty
山東昭子,参議院議員,自由民主党,比例,,1942/5/11,,empty
島村大,参議院議員,自由民主党,神奈川,,1960/8/11,厚生労働大臣政務官、内閣府大臣政務官,empty
自見はなこ,参議院議員,自由民主党,比例,,1976/2/15,女性局長,empty
清水真人,参議院議員,自由民主党,群馬,,1975/2/26,参議院副幹事長,empty
進藤金日子,参議院議員,自由民主党,比例,,1963/7/7,農林部会長代理,empty
末松信介,参議院議員,自由民主党,兵庫,,1955/12/17,文部科学大臣、教育再生担当 大臣,empty
関口昌一,参議院議員,自由民主党,埼玉,,1953/6/4,参議院議員会長,empty
世耕弘成,参議院議員,自由民主党,和歌山,,1962/11/9,参議院幹事長,empty
