そのだ修光,参議院議員,自由民主党,比例,,1957/3/13,,empty
高野光二郎,参議院議員,自由民主党,徳島・高知,,1974/9/30,広報戦略局長代理,empty
高橋克法,参議院議員,自由民主党,栃木,,1957/12/7,,empty
高橋はるみ,参議院議員,自由民主党,北海道,,1954/1/6,,empty
滝沢求,参議院議員,自由民主党,青森,,1958/10/11,環境部会長,empty
滝波宏文,参議院議員,自由民主党,福井,,1971/10/20,,empty
竹内功,参議院議員,自由民主党,比例,,1951/12/18,,empty
武見敬三,参議院議員,自由民主党,東京,,1951/11/5,,empty
柘植芳文,参議院議員,自由民主党,比例,,1945/10/11,総務部会長代理,empty
鶴保庸介,参議院議員,自由民主党,和歌山,,1967/2/5,,empty
堂故茂,参議院議員,自由民主党,富山,,1952/8/7,,empty
徳茂雅之,参議院議員,自由民主党,比例,,1962/5/2,,empty
豊田俊郎,参議院議員,自由民主党,千葉,,1952/8/21,,empty
中川雅治,参議院議員,自由民主党,東京,,1947/2/22,,empty
中曽根弘文,参議院議員,自由民主党,群馬,,1945/11/28,,empty
中西哲,参議院議員,自由民主党,比例,,1951/12/7,,empty
中西祐介,参議院議員,自由民主党,徳島・高知,,1979/7/12,総務副大臣,empty
長峯誠,参議院議員,自由民主党,宮崎,,1969/8/2,水産部会長,empty
西田昌司,参議院議員,自由民主党,京都,,1958/9/19,参議院政策審議会長代理、政務調査会長代理,empty
二之湯智,参議院議員,自由民主党,京都,,1944/9/13,国家公安委員会委員長、国土強靭化担当大臣、領土問題担当大臣、国家公務員制度担当 委員長・大臣、内閣府特命担当大臣（防災、海洋政策）,empty
野上浩太郎,参議院議員,自由民主党,富山,,1967/5/20,参議院幹事長代行,empty
野村哲郎,参議院議員,自由民主党,鹿児島,,1943/11/20,参議院議員副会長,empty
長谷川岳,参議院議員,自由民主党,北海道,,1971/2/16,政務調査会 副会長,empty
羽生田俊,参議院議員,自由民主党,比例,,1948/3/28,厚生労働部会長代理,empty
馬場成志,参議院議員,自由民主党,熊本,,1964/11/30,,empty
比嘉奈津美,参議院議員,自由民主党,比例,,1958/10/3,,empty
福岡資麿,参議院議員,自由民主党,佐賀,,1973/5/9,,empty
藤井基之,参議院議員,自由民主党,比例,,1947/3/16,参議院政策審議会長,empty
藤川政人,参議院議員,自由民主党,愛知,,1960/7/8,参議院国会対策委員長代理,empty
藤木眞也,参議院議員,自由民主党,比例,,1967/2/25,,empty
古川俊治,参議院議員,自由民主党,埼玉,,1963/1/14,,empty
堀井巌,参議院議員,自由民主党,奈良,,1965/10/22,参議院副幹事長、副幹事長、法務部会長代理,empty
本田顕子,参議院議員,自由民主党,比例,,1971/9/29,参議院副幹事長、副幹事長、女性局長代理,empty
舞立昇治,参議院議員,自由民主党,鳥取・島根,,1975/8/13,参議院副幹事長、副幹事長、水産部会長代理,empty
牧野たかお,参議院議員,自由民主党,静岡,,1959/1/1,参議院国会対策委員長代行,empty
松川るい,参議院議員,自由民主党,大阪,,1971/2/26,安全保障関係団体委員長、報道局長代理、国防部会長代理,empty
松下新平,参議院議員,自由民主党,宮崎,,1966/8/18,,empty
松村祥史,参議院議員,自由民主党,熊本,,1964/4/22,,empty
松山政司,参議院議員,自由民主党,福岡,,1959/1/20,,empty
丸川珠代,参議院議員,自由民主党,東京,,1971/1/19,,empty
三浦靖,参議院議員,自由民主党,比例,,1973/4/9,総務大臣政務官,empty
三木享,参議院議員,自由民主党,比例,,1967/7/10,環境関係団体委員長、環境部会長代理,empty
水落敏栄,参議院議員,自由民主党,比例,,1943/2/24,,empty
三原じゅん子,参議院議員,自由民主党,神奈川,,1964/9/13,,empty
三宅伸吾,参議院議員,自由民主党,香川,,1961/11/24,外務大臣政務官,empty
宮崎雅夫,参議院議員,自由民主党,比例,,1963/12/3,農林水産大臣政務官,empty
宮沢洋一,参議院議員,自由民主党,広島,,1950/4/21,,empty
宮島喜文,参議院議員,自由民主党,比例,,1951/7/28,文部科学部会長代理,empty
宮本周司,参議院議員,自由民主党,比例,,1971/3/27,,empty
元榮太一郎,参議院議員,自由民主党,千葉,,1975/12/14,,empty
森まさこ,参議院議員,自由民主党,福島,,1964/8/22,内閣総理大臣補佐官(女性活躍担当),empty
森屋宏,参議院議員,自由民主党,山梨,,1957/7/21,参議院副幹事長、副幹事長,empty
山崎正昭,参議院議員,自由民主党,福井,,1942/5/24,,empty
山下雄平,参議院議員,自由民主党,佐賀,,1979/8/27,参議院副幹事長、副幹事長、新聞出版局長,empty
山田太郎,参議院議員,自由民主党,比例,,1967/5/12,デジタル大臣政務官、内閣府大臣政務官,empty
山田俊男,参議院議員,自由民主党,比例,,1946/11/29,人事局長,empty
山田宏,参議院議員,自由民主党,比例,,1958/1/8,,empty
山谷えり子,参議院議員,自由民主党,比例,,1950/9/19,北朝鮮による拉致問題対策本部長,empty
山本順三,参議院議員,自由民主党,愛媛,,1954/10/27,,empty
吉川ゆうみ,参議院議員,自由民主党,三重,,1973/9/4,経済産業大臣政務官、内閣府大臣政務官,empty
和田政宗,参議院議員,自由民主党,比例,,1974/10/14,,empty
渡辺猛之,参議院議員,自由民主党,岐阜,,1968/4/18,国土交通副大臣、復興副大臣、内閣府 副大臣,empty
青柳陽一郎,衆議院議員,立憲民主党,神奈川6区,南関東ブロック,1969/8/29,,empty
青山大人,衆議院議員,立憲民主党,茨城6区,北関東ブロック,1979/1/24,,empty
安住淳,衆議院議員,立憲民主党,宮城5区,,1962/1/17,,empty
阿部知子,衆議院議員,立憲民主党,神奈川12区,,1948/4/24,,empty
荒井優,衆議院議員,立憲民主党,北海道3区,北海道ブロック,1975/2/28,,empty
井坂信彦,衆議院議員,立憲民主党,兵庫1区,,1974/3/27,,empty
石川香織,衆議院議員,立憲民主党,北海道11区,,1984/5/10,,empty
泉健太,衆議院議員,立憲民主党,京都3区,,1974/7/29,,empty
伊藤俊輔,衆議院議員,立憲民主党,東京23区,東京ブロック,1979/8/5,,empty
稲富修二,衆議院議員,立憲民主党,福岡2区,九州ブロック,1970/8/26,国会対策委員会副委員長,empty
梅谷守,衆議院議員,立憲民主党,新潟6区,,1973/12/9,立憲民主党新潟県連合副代表,empty
江田憲司,衆議院議員,立憲民主党,神奈川8区,,1956/4/28,党代表代行（経済政策担当）,empty
枝野幸男,衆議院議員,立憲民主党,埼玉5区,,1964/5/31,,empty
大河原まさこ,衆議院議員,立憲民主党,東京21区,東京ブロック,1953/4/8,,empty
大串博志,衆議院議員,立憲民主党,佐賀2区,,1965/8/31,役員室長,empty
逢坂誠二,衆議院議員,立憲民主党,北海道8区,,1959/4/24,,empty
大島敦,衆議院議員,立憲民主党,埼玉6区,,1956/12/21,組織委員長,empty
おおつき紅葉,衆議院議員,立憲民主党,北海道4区,北海道ブロック,1983/10/16,,empty
大西健介,衆議院議員,立憲民主党,愛知13区,,1971/4/13,,empty
岡田克也,衆議院議員,立憲民主党,三重3区,,1953/7/14,,empty
岡本あき子,衆議院議員,立憲民主党,宮城1区,東北ブロック,1964/8/16,,empty
小川淳也,衆議院議員,立憲民主党,香川1区,,1971/4/18,,empty
奥野総一郎,衆議院議員,立憲民主党,千葉9区,,1964/7/15,国対委員長代理、千葉県ドッチボール協会会長,empty
小熊慎司,衆議院議員,立憲民主党,福島4区,,1968/6/16,,empty
小沢一郎,衆議院議員,立憲民主党,岩手3区,東北ブロック,1942/5/24,,empty
落合貴之,衆議院議員,立憲民主党,東京6区,,1979/8/17,,empty
青木愛,参議院議員,立憲民主党,比例,,1965/8/18,,empty
有田芳生,参議院議員,立憲民主党,比例,,1952/2/20,,empty
石川大我,参議院議員,立憲民主党,比例,,1974/7/3,,empty
石垣のりこ,参議院議員,立憲民主党,宮城,,1974/8/1,,empty
石橋通宏,参議院議員,立憲民主党,比例,,1965/7/1,,empty
打越さく良,参議院議員,立憲民主党,新潟,,1968/1/6,,empty
江崎孝,参議院議員,立憲民主党,比例,,1956/8/11,参院国会対策委員長代理,empty
小川敏夫,参議院議員,立憲民主党,東京,,1948/3/18,参院副議長,empty
小沢雅仁,参議院議員,立憲民主党,比例,,1965/8/13,参議院比例第1４総支部長,empty
小沼巧,参議院議員,立憲民主党,茨城,,1985/12/21,,empty
海江田万里,衆議院議員,立憲民主党,東京1区,東京ブロック,1949/2/26,,empty
金子恵美,衆議院議員,立憲民主党,福島1区,,1965/7/7,,empty
鎌田さゆり,衆議院議員,立憲民主党,宮城2区,,1965/1/8,,empty
神谷裕,衆議院議員,立憲民主党,北海道10区,北海道ブロック,1968/8/10,,empty
菅直人,衆議院議員,立憲民主党,東京18区,,1946/10/10,,empty
城井崇,衆議院議員,立憲民主党,福岡10区,,1973/6/23,,empty
菊田真紀子,衆議院議員,立憲民主党,新潟4区,,1969/10/24,,empty
玄葉光一郎,衆議院議員,立憲民主党,福島3区,,1964/5/20,,empty
源馬謙太郎,衆議院議員,立憲民主党,静岡8区,,1972/12/21,,empty
神津たけし,衆議院議員,立憲民主党,長野3区,北陸信越ブロック,1977/1/21,,empty
小宮山泰子,衆議院議員,立憲民主党,埼玉7区,,1965/4/25,,empty
小山展弘,衆議院議員,立憲民主党,静岡3区,,1975/12/26,,empty
近藤和也,衆議院議員,立憲民主党,石川3区,北陸信越ブロック,1973/12/12,,empty
近藤昭一,衆議院議員,立憲民主党,愛知3区,,1958/5/26,,empty
後藤祐一,衆議院議員,立憲民主党,神奈川6区,,1969/3/25,,empty
勝部賢志,参議院議員,立憲民主党,北海道,,1959/9/6,北海道参議院選挙区第2総支部長,empty
川田龍平,参議院議員,立憲民主党,比例,,1976/1/12,,empty
岸真紀子,参議院議員,立憲民主党,比例,,1976/3/24,,empty
木戸口英司,参議院議員,立憲民主党,岩手,,1963/8/21,,empty
熊谷裕人,参議院議員,立憲民主党,埼玉,,1962/3/23,埼玉県参議院選挙区第1総支部長,empty
郡司彰,参議院議員,立憲民主党,茨城,,1949/12/11,,empty
古賀之士,参議院議員,立憲民主党,福岡,,1959/4/9,,empty
小西洋之,参議院議員,立憲民主党,千葉,,1972/1/28,,empty
坂本祐之輔,衆議院議員,立憲民主党,埼玉10区,北関東ブロック,1955/1/30,財団法人日本スポーツ協会理事、有限会社　料亭坂本屋　会長,empty
桜井周,衆議院議員,立憲民主党,兵庫6区,近畿ブロック,1970/8/16,,empty
佐藤公治,衆議院議員,立憲民主党,広島6区,,1959/7/28,,empty
重徳和彦,衆議院議員,立憲民主党,愛知12区,,1970/12/21,,empty
階猛,衆議院議員,立憲民主党,岩手1区,,1966/10/7,,empty
篠原豪,衆議院議員,立憲民主党,神奈川1区,,1975/2/12,立憲民主党外交・安全保障・主権調査会長,empty
篠原孝,衆議院議員,立憲民主党,長野1区,北陸信越ブロック,1948/7/17,,empty
下条みつ,衆議院議員,立憲民主党,長野2区,,1955/12/29,,empty
白石洋一,衆議院議員,立憲民主党,愛媛3区,四国ブロック,1963/6/25,,empty
末次精一,衆議院議員,立憲民主党,長崎4区,九州ブロック,1962/12/2,ＮＰＯ法人ハッピーワーク理事長,empty
末松義規,衆議院議員,立憲民主党,東京19区,,1956/12/5,,empty
鈴木庸介,衆議院議員,立憲民主党,東京10区,東京ブロック,1975/11/21,,empty
斎藤嘉隆,参議院議員,立憲民主党,愛知,,1963/2/18,党参院国会対策委員長代理、党愛知県連合代表、日本ユネスコ国内委員会委員,empty
塩村あやか,参議院議員,立憲民主党,東京,,1978/7/6,東京都参議院選挙区　第３総支部長,empty
芝博一,参議院議員,立憲民主党,三重,,1950/4/21,参議院国会対策委員長、椿大神社椿会館　館長、椿大神社　責任役員,empty
杉尾秀哉,参議院議員,立憲民主党,長野,,1957/9/30,,empty
蓮舫,参議院議員,立憲民主党,東京,,1967/11/28,代表代行、国民運動・広報本部長,empty
田嶋要,衆議院議員,立憲民主党,千葉1区,,1961/9/22,,empty
堤かなめ,衆議院議員,立憲民主党,福岡5区,,1960/10/27,福岡5区,empty
手塚仁雄,衆議院議員,立憲民主党,東京5区,,1966/9/14,,empty
寺田学,衆議院議員,立憲民主党,秋田1区,東北ブロック,1976/9/20,,empty
徳永久志,衆議院議員,立憲民主党,滋賀4区,近畿ブロック,1963/6/27,,empty
田島麻衣子,参議院議員,立憲民主党,愛知,,1976/12/20,,empty
田名部匡代,参議院議員,立憲民主党,青森,,1969/7/10,党常任幹事会議長,empty
徳永エリ,参議院議員,立憲民主党,北海道,,1962/1/1,,empty
中川正春,衆議院議員,立憲民主党,三重2区,東海ブロック,1950/6/10,党両院議員総会長,empty
中島克仁,衆議院議員,立憲民主党,山梨1区,南関東ブロック,1967/9/27,,empty
中谷一馬,衆議院議員,立憲民主党,神奈川7区,南関東ブロック,1983/8/30,立憲民主党青年局長,empty
中村喜四郎,衆議院議員,立憲民主党,茨城7区,北関東ブロック,1949/4/10,,empty
長妻昭,衆議院議員,立憲民主党,東京7区,,1960/6/14,副代表、選挙対策委員長代行,empty
西村智奈美,衆議院議員,立憲民主党,新潟1区,,1967/1/13,,empty
野田佳彦,衆議院議員,立憲民主党,千葉4区,,1957/5/20,,empty
野間健,衆議院議員,立憲民主党,鹿児島3区,,1958/10/8,,empty
長浜博行,参議院議員,立憲民主党,千葉,,1958/10/20,,empty
那谷屋正義,参議院議員,立憲民主党,比例,,1957/8/3,参院国会対策委員長,empty
難波奨二,参議院議員,立憲民主党,比例,,1959/4/1,参院国会対策委員長代理、地方組織局長,empty
野田国義,参議院議員,立憲民主党,福岡,,1958/6/3,,empty
原口一博,衆議院議員,立憲民主党,佐賀1区,,1959/7/2,副代表／国会対策委員長代行,empty
馬場雄基,衆議院議員,立憲民主党,福島2区,東北ブロック,1992/10/15,,empty
伴野豊,衆議院議員,立憲民主党,愛知8区,東海ブロック,1961/1/1,,empty
福田昭夫,衆議院議員,立憲民主党,栃木2区,,1948/4/17,,empty
藤岡隆雄,衆議院議員,立憲民主党,栃木4区,北関東ブロック,1977/3/28,,empty
太栄志,衆議院議員,立憲民主党,神奈川13区,,1977/4/27,元米研究員,empty
本庄知史,衆議院議員,立憲民主党,千葉8区,,1974/10/22,,empty
白眞勲,参議院議員,立憲民主党,比例,,1958/12/8,,empty
羽田次郎,参議院議員,立憲民主党,長野,,1969/9/7,,empty
鉢呂吉雄,参議院議員,立憲民主党,北海道,,1948/1/25,,empty
福山哲郎,参議院議員,立憲民主党,京都,,1962/1/19,幹事長,empty
牧義夫,衆議院議員,立憲民主党,愛知4区,東海ブロック,1958/1/14,,empty
松木けんこう,衆議院議員,立憲民主党,北海道2区,,1959/2/22,,empty
松原仁,衆議院議員,立憲民主党,東京3区,,1956/7/31,,empty
馬淵澄夫,衆議院議員,立憲民主党,奈良1区,,1960/8/23,,empty
道下大樹,衆議院議員,立憲民主党,北海道1区,,1975/12/24,,empty
緑川貴士,衆議院議員,立憲民主党,秋田2区,,1985/1/10,,empty
森田敏和,衆議院議員,立憲民主党,埼玉12区,,1974/9/19,有限会社ナトーライフコンサルタント代表取締役（介護事業）、特定非営利活動法人NPOくまがや代表理事,empty
森山浩行,衆議院議員,立憲民主党,大阪16区,近畿ブロック,1971/4/8,,empty
牧山ひろえ,参議院議員,立憲民主党,神奈川,,1964/9/29,,empty
真山勇一,参議院議員,立憲民主党,神奈川,,1944/1/8,,empty
水岡俊一,参議院議員,立憲民主党,比例,,1956/6/13,参議院比例第5総支部長、参院議員会長,empty
宮口治子,参議院議員,立憲民主党,広島,,1976/3/5,,empty
宮沢由佳,参議院議員,立憲民主党,山梨,,1962/11/19,NPO法人 子育て支援センター ちびっこはうす設立 理事、社会福祉法人 こどものあした福祉会ちびっこはうす保育園設立 理事長、保育士,empty
森本真治,参議院議員,立憲民主党,広島,,1973/5/2,茶道裏千家専任講師、ＮＰＯ法人中国フットサルプロモーション　副理事長,empty
森屋隆,参議院議員,立憲民主党,比例,,1967/6/28,参議院比例第４総支部長,empty
森ゆうこ,参議院議員,立憲民主党,新潟,,1956/4/20,党副代表、参院幹事長,empty
谷田川元,衆議院議員,立憲民主党,千葉10区,南関東ブロック,1963/1/17,千葉県ハンドボール協会会長,empty
山岡達丸,衆議院議員,立憲民主党,北海道9区,,1979/7/22,,empty
山岸一生,衆議院議員,立憲民主党,東京9区,,1981/8/28,立憲民主党　つながる本部コミュニケーション担当,empty
山崎誠,衆議院議員,立憲民主党,神奈川5区,南関東ブロック,1962/11/22,,empty
山田勝彦,衆議院議員,立憲民主党,長崎3区,九州ブロック,1979/7/19,株式会社やまびこ学苑　代表取締役、太陽光発電システム販売店　クリーンファーム　代表、長崎ウエスレヤン大学　非常勤講師,empty
山井和則,衆議院議員,立憲民主党,京都6区,,1962/1/6,,empty
柚木道義,衆議院議員,立憲民主党,岡山4区,中国ブロック,1972/5/28,,empty
湯原俊二,衆議院議員,立憲民主党,鳥取2区,中国ブロック,1962/11/20,,empty
吉川元,衆議院議員,立憲民主党,大分2区,九州ブロック,1966/9/28,,empty
吉田統彦,衆議院議員,立憲民主党,愛知1区,東海ブロック,1974/11/14,,empty
吉田はるみ,衆議院議員,立憲民主党,東京8区,,1972/1/1,神田外語大学特任教授,empty
横沢たかのり,参議院議員,立憲民主党,岩手,,1972/3/6,,empty
吉川沙織,参議院議員,立憲民主党,比例,,1976/10/9,,empty
吉田忠智,参議院議員,立憲民主党,比例,,1956/3/7,,empty
笠浩史,衆議院議員,立憲民主党,神奈川9区,,1965/1/3,,empty
早稲田ゆき,衆議院議員,立憲民主党,神奈川4区,,1958/12/6,,empty
渡辺周,衆議院議員,立憲民主党,静岡6区,東海ブロック,1961/12/11,幹事長代行,empty
渡辺創,衆議院議員,立憲民主党,宮崎1区,,1977/10/3,,empty
赤羽一嘉,衆議院議員,公明党,兵庫2区,,1958/5/7,幹事長代行、関西方面副本部長、兵庫県本部代表,empty
伊佐進一,衆議院議員,公明党,大阪６区,,1974/12/10,厚生労働部会長代理、九州方面副本部長、沖縄方面副本部長,empty
石井啓一,衆議院議員,公明党,,北関東ブロック,1958/3/20,幹事長、財務委員長、憲法調査会顧問、茨城県本部顧問,empty
伊藤渉,衆議院議員,公明党,,東海ブロック,1969/11/13,政務調査会長代理、税制調査会事務局長、団体渉外委員長、国土交通部会長、総務副部会長、決算・行政監視副部会長、中部方面本部長、愛知県本部代表,empty
稲津久,衆議院議員,公明党,北海道10区,,1958/2/9,幹事長代理、政務調査副会長、税制調査会事務局次長、組織委員長代理、組織委員会組織局長、内閣副部会長、厚生労働副部会長、財政・金融副部会長、国土交通副部会長、北海道方面本部長、北海道本部代表,empty
浮島智子,衆議院議員,公明党,,近畿ブロック,1963/2/1,中央規律副委員長、政務調査副会長、女性副委員長、市民活動委員会文化芸術局長、文部科学部会長、復興・防災副部会長、大阪府本部副代表,empty
大口善徳,衆議院議員,公明党,,東海ブロック,1955/9/5,中央幹事会会長代理、政務調査会長代理、組織委員長、法務部会長、復興・防災部会長代理、東海道方面本部長、中部方面副本部長、静岡県本部代表,empty
岡本三成,衆議院議員,公明党,東京12区,,1965/5/5,財務副大臣、東京都本部副代表,empty
河西宏一,衆議院議員,公明党,,東京ブロック,1979/6/25,青年副委員長、選挙対策委員,empty
北側一雄,衆議院議員,公明党,大阪16区,,1953/3/2,副代表、中央幹事会会長、憲法調査会長、税制調査会顧問、関西方面本部長,empty
金城泰邦,衆議院議員,公明党,,九州ブロック,1969/7/16,組織委員会地方議会局次長、組織委員会遊説局次長,empty
日下正喜,衆議院議員,公明党,,中国ブロック,1965/11/25,組織委員会組織局次長、組織委員会遊説局次長,empty
國重徹,衆議院議員,公明党,大阪5区,,1974/11/23,国会対策筆頭副委員長、青年副委員長、税制調査会事務局次長、内閣部会長、法務副部会長、経済産業副部会長、復興・防災副部会長、大阪府本部副代表,empty
輿水恵一,衆議院議員,公明党,,北関東ブロック,1962/2/4,国会対策副委員長、総務部会長、農林水産副部会長、組織委員会地方議会局長,empty
斉藤鉄夫,衆議院議員,公明党,広島3区,,1952/2/5,国土交通大臣、副代表、憲法調査会顧問、税制調査会顧問、広島県本部顧問,empty
佐藤茂樹,衆議院議員,公明党,大阪3区,,1959/6/8,国会対策委員長、関西方面副本部長、大阪府本部顧問,empty
佐藤英道,衆議院議員,公明党,,北海道ブロック,1960/9/26,厚生労働兼内閣府副大臣、市民活動委員会NPO局次長、北海道本部代表代行,empty
庄司賢一,衆議院議員,公明党,,東北ブロック,1963/2/8,東北方面本部長、組織委員会地方議会局次長、組織委員会遊説局次長,empty
高木陽介,衆議院議員,公明党,,東京ブロック,1959/12/16,選挙対策委員長、東京方面本部長、東京都本部代表,empty
竹内譲,衆議院議員,公明党,,近畿ブロック,1958/6/25,政務調査会長、関西方面副本部長、京都府本部代表,empty
角田秀穂,衆議院議員,公明党,,南関東ブロック,1961/3/25,国会対策副委員長、市民活動委員会NPO局長、組織委員会地方議会局次長、組織委員会遊説局次長、財政・金融部会長、環境部会長代理、厚生労働副部会長,empty
中川宏昌,衆議院議員,公明党,,北陸信越ブロック,1970/7/15,北陸信越方面本部長、組織委員会地方議会局次長、組織委員会遊説局次長,empty
中川康洋,衆議院議員,公明党,,東海ブロック,1968/2/12,環境大臣政務官、組織委員会地方議会局次長,empty
中野洋昌,衆議院議員,公明党,兵庫8区,,1978/1/4,団体渉外委員会副委員長、団体渉外委員会団体局長、市民活動委員会文化芸術局次長、青年副委員長、青年委員会青年局長代理、国際委員会国際局次長、経済産業部会長、環境副部会長、外交副部会長、文部科学副部会長、兵庫県本部副代表,empty
濵地雅一,衆議院議員,公明党,,九州ブロック,1970/5/8,国会対策委員長代理、国際委員会国際局長、団体渉外委員会労働局次長、憲法調査会事務局長、外交安全保障調査会事務局長、内閣副部会長、安全保障副部会長、福岡県本部代表,empty
平林晃,衆議院議員,公明党,,中国ブロック,1971/2/2,組織委員会組織局次長、組織委員会遊説局次長,empty
福重隆浩,衆議院議員,公明党,,北関東ブロック,1962/5/3,組織委員会地方議会局次長、組織委員会遊説局次長,empty
古屋範子,衆議院議員,公明党,,南関東ブロック,1956/5/14,副代表、女性委員長、政務調査会長代理、東海道方面本部顧問、神奈川県本部副代表,empty
山崎正恭,衆議院議員,公明党,,四国ブロック,1971/3/5,組織委員会地方議会局次長、組織委員会遊説局次長,empty
吉田久美子,衆議院議員,公明党,,九州ブロック,1963/7/19,女性副委員長、組織委員会遊説局次長,empty
吉田宣弘,衆議院議員,公明党,,九州ブロック,1967/12/8,国会対策副委員長、組織委員会地方議会局次長、組織委員会遊説局次長、団体渉外委員会団体局次長、外交部会長代理、安全保障部会長代理、国土交通副部会長,empty
鰐淵洋子,衆議院議員,公明党,,近畿ブロック,1972/4/10,文部科学大臣政務官、女性副委員長、市民活動委員会文化芸術局次長、大阪府本部副代表,empty
横山信一,参議院議員,公明党,比例,,1959/7/21,市民活動委員会市民活動局次長、復興・防災部会長、文部科学副部会長、決算・行政監視副部会長、東北方面副本部長、北海道本部代表代行,empty
若松謙維,参議院議員,公明党,比例,,1955/8/5,機関紙推進委員長、政務調査副会長、税制調査会副会長、決算・行政監視部会長、総務部会長代理、東北方面本部幹事長、福島県本部代表,empty
西田実仁,参議院議員,公明党,埼玉,,1962/8/27,参議院会長、税制調査会会長、憲法調査会副会長、関東方面本部長・埼玉県本部代表,empty
矢倉克夫,参議院議員,公明党,埼玉,,1975/1/11,青年委員長、埼玉県本部副代表,empty
宮崎勝,参議院議員,公明党,比例,,1958/3/18,団体渉外委員会労働局次長、環境部会長、復興・防災副部会長、埼玉県本部副代表,empty
平木大作,参議院議員,公明党,比例,,1974/10/16,広報委員長、青年委員会顧問、市民活動委員会NPO局次長、千葉県本部代表,empty
竹内真二,参議院議員,公明党,比例,,1964/3/19,組織委員会遊説局長、団体渉外委員会団体局次長、文部科学部会長代理、決算・行政監視部会長代理、国土交通副部会長、千葉県本部副代表,empty
山口那津男,参議院議員,公明党,東京,,1952/7/12,代表、憲法調査会顧問、東京都本部顧問,empty
竹谷とし子,参議院議員,公明党,東京,,1969/9/30,中央会計監査委員、広報委員会広報局長、女性副委員長、女性委員会女性局長、税制調査会事務局次長、復興・防災部会長代理、財政・金融副部会長、東京都本部副代表,empty
塩田博昭,参議院議員,公明党,比例,,1962/1/19,参議院国会対策副委員長、組織委員会地方議会局次長、国土交通部会長代理、環境副部会長、東京都本部副代表,empty
佐々木さやか,参議院議員,公明党,神奈川,,1981/1/18,女性副委員長、青年副委員長、青年委員会学生局顧問、市民活動委員会文化芸術局次長、東海道方面副本部長、神奈川県本部副代表,empty
三浦信祐,参議院議員,公明党,神奈川,,1975/3/5,青年副委員長、青年委員会青年局長、外交部会長、内閣副部会長、東海道方面幹事長、神奈川県本部代表代行,empty
里見隆治,参議院議員,公明党,愛知,,1967/10/17,団体渉外委員会副委員長、団体渉外委員会労働局長、国際委員会国際局次長、経済産業部会長代理、厚生労働副部会長、愛知県本部代表代行,empty
安江信夫,参議院議員,公明党,愛知,,1987/6/26,参議院国会対策副委員長、青年副委員長、青年委員会学生局長、組織委員会遊説局次長、法務部会長代理、内閣副部会長、愛知県本部副代表,empty
新妻秀規,参議院議員,公明党,比例,,1970/7/22,復興副大臣、国際委員会国際局次長、市民活動委員会文化芸術局次長、中部方面本部副幹事長・愛知県本部副代表,empty
浜田昌良,参議院議員,公明党,比例,,1957/2/28,参議院政策審議会長、政務調査会長代理、中央規律委員会委員長、復興・防災部会長、中部方面副本部長、北陸信越方面副本部長,empty
石川博崇,参議院議員,公明党,大阪,,1973/9/12,市民活動委員長、市民活動委員会市民活動局長、安全保障部会長、関西方面幹事長、大阪府本部代表,empty
杉久武,参議院議員,公明党,大阪,,1976/1/4,参議院国会対策副委員長、中央会計監査委員、青年副委員長、国際委員会国際局次長、税制調査会事務局次長、財政・金融副部会長、大阪府本部副代表,empty
山本香苗,参議院議員,公明党,比例,,1971/5/14,参議院副会長、政務調査副会長、女性副委員長、税制調査会副会長、関西方面副本部長、大阪府本部代表代行,empty
熊野正士,参議院議員,公明党,比例,,1965/4/19,国際委員会国際局次長、農林水産部会長代理、大阪府本部副代表,empty
伊藤孝江,参議院議員,公明党,兵庫,,1968/1/13,女性副委員長、団体渉外委員会団体局次長、憲法調査会事務局次長、法務副部会長、国土交通副部会長、兵庫県本部副代表,empty
高橋光男,参議院議員,公明党,兵庫,,1977/2/15,参議院国会対策副委員長、青年副委員長、青年委員会学生局長代理、組織委員会遊説局次長、国際委員会国際局次長、団体渉外委員会労働局次長、外交副部会長、兵庫県本部幹事長代行,empty
谷合正明,参議院議員,公明党,比例,,1973/4/27,幹事長代理、政務調査副会長、参議院幹事長、国際委員長、総務副部会長、農林水産副部会長、中国方面本部長、四国方面副本部長、岡山県本部代表,empty
山本博司,参議院議員,公明党,比例,,1954/12/9,参議院国会対策委員長、財政・金融部会長代理、厚生労働副部会長、中国方面副本部長、四国方面副本部長,empty
高瀬弘美,参議院議員,公明党,福岡,,1981/12/21,女性副委員長、青年副委員長、国際委員会国際局次長、内閣部会長代理、外交副部会長、福岡県本部副代表,empty
下野六太,参議院議員,公明党,福岡,,1964/5/1,農林水産大臣政務官、福岡県本部副代表,empty
河野義博,参議院議員,公明党,比例,,1977/12/1,参議院国会対策筆頭副委員長、青年副委員長、国際委員会国際局次長、農林水産部会長、内閣副部会長、経済産業副部会長、沖縄方面副本部長、福岡県本部副代表,empty
秋野公造,参議院議員,公明党,比例,,1967/7/11,厚生労働部会長代理、九州方面副本部長、沖縄方面副本部長,empty
赤嶺政賢,衆議院議員,日本共産党,沖縄1区,,1947/12/18,,empty
笠井亮,衆議院議員,日本共産党,,東京ブロック,1952/10/15,,empty
穀田恵二,衆議院議員,日本共産党,,近畿ブロック,1947/1/11,,empty
志位和夫,衆議院議員,日本共産党,,南関東ブロック,1954/7/29,,empty
塩川鉄也,衆議院議員,日本共産党,,北関東ブロック,1961/12/18,,empty
